SrNo,NIMS_ID,k,tigerid,OPERATI+E:MONAL_CUSTOMER_REPC,REPC_SERVICE_ABBR,CIRCUIT_ISSUE_DATE,,pending_with,reason_of_pending,CRFS date,Config date,Pending,Assigned,testing date,TAT for testing
3126,LHXX-RYXX 30N052,Provide,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 14:04:28,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3127,LHXX-RYXX 30N053,Provide,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 14:04:39,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3128,LHXX-RYXX 30N054,Provide,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 14:04:51,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3129,LHXX-RYXX 30N055,Provide,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 14:05:03,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3130,LHXX-RYXX 30N056,Provide,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 14:05:15,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3131,LHXX-RYXX 30N057,Provide,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 14:05:27,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3132,LHXX-RYXX 30N058,Provide,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 14:05:38,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3133,LHXX-RYXX 30N059,Provide,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 14:05:51,ROVARADE,BOP,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3134,LHXX-RYXX 30N060,Provide,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 14:06:02,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3135,LHXX-RYXX 30N061,Provide,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 14:06:14,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3136,LHXX-RYXX 30N062,Provide,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 14:06:26,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3137,LHXX-RYXX 30N063,Provide,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 14:06:38,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3138,LHXX-RYXX 30N064,Provide,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 14:06:51,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3139,LHXX-RYXX 30N065,Provide,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 14:07:02,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3140,LHXX-RYXX 30N066,Provide,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 14:07:14,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3141,LHXX-RYXX 30N067,Provide,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 14:07:26,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3142,LHXX-RYXX 30N068,Provide,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 14:07:37,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3143,LHXX-RYXX 30N069,Provide,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 14:07:49,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3144,LHXX-RYXX 30N070,Provide,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 14:08:00,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3145,LHXX-RYXX 30N071,Provide,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 14:08:11,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3146,LHXX-RYXX 30N072,Provide,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 14:08:22,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3147,LHXX-RYXX 30N021,Provide,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 14:08:33,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3148,LHXX-RYXX 30N022,Provide,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 14:08:44,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3149,LHXX-RYXX 30N023,Provide,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 14:08:55,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3150,LHXX-RYXX 30N024,Provide,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 14:09:06,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3151,LHXX-RYXX 30N025,Provide,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 14:09:17,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3152,LHXX-RYXX 30N026,Provide,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 14:09:28,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3153,LHXX-RYXX 30N027,Provide,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 14:09:40,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3154,LHXX-RYXX 30N028,Provide,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 14:09:51,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3155,LHXX-RYXX 30N029,Provide,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 14:10:02,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3156,LHXX-RYXX 30N030,Provide,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 14:10:13,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3157,LHXX-RYXX 30N031,Provide,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 14:10:25,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3158,LHXX-RYXX 30N033,Provide,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 14:10:36,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3159,LHXX-RYXX 30N034,Provide,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 14:10:47,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3160,LHXX-RYXX 30N035,Provide,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 14:10:58,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3161,LHXX-RYXX 30N036,Provide,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 14:11:09,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3162,LHXX-RYXX 30N037,Provide,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 14:11:20,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3163,LHXX-RYXX 30N038,Provide,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 14:11:32,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3164,LHXX-RYXX 30N039,Provide,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 14:11:43,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3165,LHXX-RYXX 30N040,Provide,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 14:11:55,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3166,LHXX-RYXX 30N041,Provide,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 14:12:06,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3167,LHXX-RYXX 30N042,Provide,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 14:12:17,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3168,LHXX-RYXX 30N043,Provide,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 14:12:28,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3169,LHXX-RYXX 30N044,Provide,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 14:12:40,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3170,LHXX-RYXX 30N045,Provide,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 14:12:51,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3171,LHXX-RYXX 30N046,Provide,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 14:13:02,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3172,LHXX-RYXX 30N047,Provide,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 14:13:14,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3173,LHXX-RYXX 30N048,Provide,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 14:13:25,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3174,LHXX-RYXX 30N049,Provide,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 14:13:37,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3175,LHXX-RYXX 30N050,Provide,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 14:13:48,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3176,LHXX-Z4RX 30N002,Cancel,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 15:30:14,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3177,LHXX-Z4RX 30N061,Cancel,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 15:30:28,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3178,LHXX-Z4RX 30N001,Cancel,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 15:30:51,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3179,LHXX-Z4RX 30N004,Cancel,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 15:31:05,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3180,LHXX-Z4RX 30N005,Cancel,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 15:31:18,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3181,LHXX-Z4RX 30N006,Cancel,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 15:31:32,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3182,LHXX-Z4RX 30N007,Cancel,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 15:31:46,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3183,LHXX-Z4RX 30N008,Cancel,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 15:32:00,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3184,LHXX-Z4RX 30N009,Cancel,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 15:32:14,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3185,LHXX-Z4RX 30N010,Cancel,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 15:32:27,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3186,LHXX-Z4RX 30N011,Cancel,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 15:32:41,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3187,LHXX-Z4RX 30N012,Cancel,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 15:32:55,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3188,LHXX-Z4RX 30N013,Cancel,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 15:33:09,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3189,LHXX-Z4RX 30N014,Cancel,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 15:33:23,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3190,LHXX-Z4RX 30N015,Cancel,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 15:33:37,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3191,LHXX-Z4RX 30N016,Cancel,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 15:33:51,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3192,LHXX-Z4RX 30N017,Cancel,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 15:34:05,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3193,LHXX-Z4RX 30N018,Cancel,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 15:34:20,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3194,LHXX-Z4RX 30N019,Cancel,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 15:34:34,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3195,LHXX-Z4RX 30N020,Cancel,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 15:34:48,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3196,LHXX-Z4RX 30N021,Cancel,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 15:35:03,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3197,LHXX-Z4RX 30N022,Cancel,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 15:35:17,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3198,LHXX-Z4RX 30N023,Cancel,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 15:35:32,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3199,LHXX-Z4RX 30N024,Cancel,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 15:35:46,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3200,LHXX-Z4RX 30N025,Cancel,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 15:36:00,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3201,LHXX-Z4RX 30N026,Cancel,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 15:36:15,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3202,LHXX-Z4RX 30N027,Cancel,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 15:36:29,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3203,LHXX-Z4RX 30N028,Cancel,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 15:36:43,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3204,LHXX-Z4RX 30N029,Cancel,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 15:36:58,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3205,LHXX-Z4RX 30N030,Cancel,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 15:37:13,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3206,LHXX-Z4RX 30N031,Cancel,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 15:37:27,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3207,LHXX-Z4RX 30N032,Cancel,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 15:37:42,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3208,LHXX-Z4RX 30N033,Cancel,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 15:37:57,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3209,LHXX-Z4RX 30N034,Cancel,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 15:38:23,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3210,LHXX-Z4RX 30N035,Cancel,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 15:38:38,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3211,LHXX-Z4RX 30N036,Cancel,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 15:38:54,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3212,LHXX-Z4RX 30N037,Cancel,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 15:39:09,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3213,LHXX-Z4RX 30N038,Cancel,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 15:39:24,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3214,LHXX-Z4RX 30N039,Cancel,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 15:39:40,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3215,LHXX-Z4RX 30N040,Cancel,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 15:39:55,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3216,LHXX-Z4RX 30N041,Cancel,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 15:40:11,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3217,LHXX-Z4RX 30N042,Cancel,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 15:40:27,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3218,LHXX-Z4RX 30N043,Cancel,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 15:40:43,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3219,LHXX-Z4RX 30N044,Cancel,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 15:40:59,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3220,LHXX-Z4RX 30N045,Cancel,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 15:41:15,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3221,LHXX-Z4RX 30N046,Cancel,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 15:41:32,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3222,LHXX-Z4RX 30N047,Cancel,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 15:41:49,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3223,LHXX-Z4RX 30N048,Cancel,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 15:42:06,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3224,LHXX-Z4RX 30N049,Cancel,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 15:42:22,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3225,LHXX-Z4RX 30N050,Cancel,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 15:42:39,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3226,LHXX-Z4RX 30N051,Cancel,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 15:42:56,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3227,LHXX-Z4RX 30N052,Cancel,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 15:43:13,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3228,LHXX-Z4RX 30N053,Cancel,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 15:43:31,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3229,LHXX-Z4RX 30N054,Cancel,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 15:43:49,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3230,LHXX-Z4RX 30N055,Cancel,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 15:44:07,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3231,LHXX-Z4RX 30N056,Cancel,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 15:44:25,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3232,LHXX-Z4RX 30N057,Cancel,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 15:44:43,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3233,LHXX-Z4RX 30N058,Cancel,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 15:45:02,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3234,LHXX-Z4RX 30N059,Cancel,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 15:45:21,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3235,LHXX-Z4RX 30N060,Cancel,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 15:45:39,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3236,LHXX-Z4RX 30N003,Cancel,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 15:45:59,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3237,LHXX-Z1JX 30N011,Cancel,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 15:46:22,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3238,LHXX-Z1JX 30N041,Cancel,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 15:46:42,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3239,LHXX-Z1JX 30N013,Cancel,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 15:47:02,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
3240,LHXX-Z1JX 30N014,Cancel,807630,22773 - MOBILE TELECOMMUNICATIONS COMPANY SAUDI AR,VTSPREM,18-12-2015 15:47:22,ROVARADE,,after activity  change the designation ,,15 Jan 15,Complete,Abhilasha,,
