order_id,1,2,3,process_type,5,plan_released_by,7,task_name,9,10,order_issued_date,11,12,13
NCCM_39028,23-03-2015 18:57,NORMAL,IN PROGRESS,BTNCCM,5,SupriKat,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,23-03-2015 18:59,,,
NCCM_39027,23-03-2015 18:43,NORMAL,IN PROGRESS,BTNCCM,5,omprakash.kore,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,23-03-2015 19:03,,,
NCCM_39036,24-03-2015 11:15,NORMAL,IN PROGRESS,BTNCCM,5,ISInamda,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,24-03-2015 11:18,,,
NCCM_39038,24-03-2015 12:05,NORMAL,IN PROGRESS,BTNCCM,5,omprakash.kore,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,24-03-2015 12:09,,,
NCCM_39051,24-03-2015 15:10,NORMAL,IN PROGRESS,BTNCCM,5,SupriKat,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,24-03-2015 15:12,,,
NCCM_39058,24-03-2015 19:18,NORMAL,IN PROGRESS,BTNCCM,5,ramkumar.v,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,24-03-2015 19:23,,,
NCCM_39061,25-03-2015 10:52,NORMAL,IN PROGRESS,BTNCCM,5,AFating,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,25-03-2015 10:57,,,
NCCM_39109,26-03-2015 17:34,NORMAL,IN PROGRESS,BTNCCM,5,AFating,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,26-03-2015 17:37,,,
NCCM_39114,26-03-2015 18:55,NORMAL,IN PROGRESS,BTNCCM,5,JKathare,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,26-03-2015 18:59,,,
NCCM_39115,26-03-2015 18:57,NORMAL,IN PROGRESS,BTNCCM,5,ISInamda,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,26-03-2015 19:02,,,
NCCM_39174,27-03-2015 20:03,NORMAL,IN PROGRESS,BTNCCM,5,omprakash.kore,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,27-03-2015 20:10,,,
NCCM_39177,28-03-2015 11:37,NORMAL,IN PROGRESS,BTNCCM,5,JKathare,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,28-03-2015 11:41,,,
NCCM_39182,28-03-2015 16:52,NORMAL,IN PROGRESS,BTNCCM,5,ISInamda,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,28-03-2015 16:59,,,
NCCM_39199,29-03-2015 13:01,NORMAL,IN PROGRESS,BTNCCM,5,ISInamda,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,29-03-2015 13:03,,,
NCCM_39226,30-03-2015 10:38,NORMAL,IN PROGRESS,BTNCCM,5,AFating,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,30-03-2015 10:44,,,
NCCM_39237,30-03-2015 16:25,NORMAL,IN PROGRESS,BTNCCM,5,sadvitot,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,30-03-2015 16:28,,,
NCCM_39246,31-03-2015 11:25,NORMAL,IN PROGRESS,BTNCCM,5,ISInamda,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,31-03-2015 11:27,,,
NCCM_39284,02-04-2015 10:16,NORMAL,IN PROGRESS,BTNCCM,5,SupriKat,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,02-04-2015 10:21,,,
NCCM_39288,02-04-2015 13:30,NORMAL,IN PROGRESS,BTNCCM,5,VHole,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,02-04-2015 13:34,,,
NCCM_39308,02-04-2015 19:00,NORMAL,IN PROGRESS,BTNCCM,5,SupriKat,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,02-04-2015 19:03,,,
NCCM_39309,02-04-2015 19:05,NORMAL,IN PROGRESS,BTNCCM,5,SupriKat,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,02-04-2015 19:08,,,
NCCM_39312,03-04-2015 12:39,NORMAL,IN PROGRESS,BTNCCM,5,VHole,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,03-04-2015 12:41,,,
NCCM_39315,05-04-2015 18:56,NORMAL,IN PROGRESS,BTNCCM,5,AFating,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,05-04-2015 19:00,,,
NCCM_39413,08-04-2015 13:47,NORMAL,IN PROGRESS,BTNCCM,5,ISInamda,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,08-04-2015 13:53,,,
NCCM_39415,08-04-2015 14:09,NORMAL,IN PROGRESS,BTNCCM,5,ISInamda,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,08-04-2015 14:10,,,
NCCM_39425,08-04-2015 18:26,NORMAL,IN PROGRESS,BTNCCM,5,DeviVish,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,08-04-2015 18:29,,,
NCCM_39468,09-04-2015 20:19,NORMAL,IN PROGRESS,BTNCCM,5,VHole,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,09-04-2015 20:23,,,
NCCM_39480,10-04-2015 13:13,NORMAL,IN PROGRESS,BTNCCM,5,hemant.pawar,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,10-04-2015 13:17,,,
NCCM_39493,10-04-2015 19:26,NORMAL,IN PROGRESS,BTNCCM,5,SupriKat,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,10-04-2015 19:29,,,
NCCM_39478,10-04-2015 11:38,NORMAL,IN PROGRESS,BTNCCM,5,prashant.vast,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,11-04-2015 00:00,,,
NCCM_39495,11-04-2015 18:11,NORMAL,IN PROGRESS,BTNCCM,5,ISInamda,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,11-04-2015 18:12,,,
NCCM_39503,12-04-2015 10:42,NORMAL,IN PROGRESS,BTNCCM,5,AFating,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,12-04-2015 10:47,,,
NCCM_39506,12-04-2015 13:14,NORMAL,IN PROGRESS,BTNCCM,5,VHole,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,12-04-2015 13:20,,,
NCCM_39529,13-04-2015 15:32,NORMAL,IN PROGRESS,BTNCCM,5,ISInamda,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,13-04-2015 15:34,,,
NCCM_39560,14-04-2015 15:31,NORMAL,IN PROGRESS,BTNCCM,5,sadvitot,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,14-04-2015 15:33,,,
NCCM_39564,14-04-2015 15:54,NORMAL,IN PROGRESS,BTNCCM,5,AFating,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,14-04-2015 16:22,,,
NCCM_39595,15-04-2015 15:27,NORMAL,IN PROGRESS,BTNCCM,5,DeviVish,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,15-04-2015 15:29,,,
NCCM_39596,15-04-2015 15:41,NORMAL,IN PROGRESS,BTNCCM,5,VHole,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,15-04-2015 15:45,,,
NCCM_39623,16-04-2015 12:57,NORMAL,IN PROGRESS,BTNCCM,5,SupriKat,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,16-04-2015 12:59,,,
NCCM_39637,16-04-2015 15:53,NORMAL,IN PROGRESS,BTNCCM,5,sadvitot,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,16-04-2015 15:55,,,
NCCM_39634,16-04-2015 15:52,NORMAL,IN PROGRESS,BTNCCM,5,omprakash.kore,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,16-04-2015 15:56,,,
NCCM_39659,17-04-2015 14:01,NORMAL,IN PROGRESS,BTNCCM,5,DeviVish,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,17-04-2015 14:03,,,
NCCM_39666,17-04-2015 16:45,NORMAL,IN PROGRESS,BTNCCM,5,ramkumar.v,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,17-04-2015 16:52,,,
NCCM_39726,21-04-2015 17:30,NORMAL,IN PROGRESS,BTNCCM,5,sadvitot,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,21-04-2015 17:31,,,
NCCM_39727,21-04-2015 17:41,NORMAL,IN PROGRESS,BTNCCM,5,sadvitot,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,21-04-2015 17:42,,,
NCCM_39728,21-04-2015 18:16,NORMAL,IN PROGRESS,BTNCCM,5,JKathare,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,21-04-2015 18:24,,,
NCCM_39733,21-04-2015 19:48,NORMAL,IN PROGRESS,BTNCCM,5,sadvitot,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,21-04-2015 19:54,,,
NCCM_39801,22-04-2015 18:50,NORMAL,IN PROGRESS,BTNCCM,5,sadvitot,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,22-04-2015 18:52,,,
NCCM_39887,23-04-2015 16:43,NORMAL,IN PROGRESS,BTNCCM,5,DeviVish,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,23-04-2015 16:47,,,
NCCM_39899,23-04-2015 19:10,NORMAL,IN PROGRESS,BTNCCM,5,VHole,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,23-04-2015 19:15,,,
NCCM_39942,24-04-2015 17:16,NORMAL,IN PROGRESS,BTNCCM,5,JKathare,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,24-04-2015 17:25,,,
NCCM_39966,25-04-2015 18:32,NORMAL,IN PROGRESS,BTNCCM,5,DeviVish,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,25-04-2015 18:35,,,
NCCM_39973,26-04-2015 19:45,NORMAL,IN PROGRESS,BTNCCM,5,VHole,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,26-04-2015 19:48,,,
NCCM_40047,28-04-2015 15:19,NORMAL,IN PROGRESS,BTNCCM,5,VHole,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,28-04-2015 15:23,,,
NCCM_40052,28-04-2015 17:27,NORMAL,IN PROGRESS,BTNCCM,5,ISInamda,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,28-04-2015 17:36,,,
NCCM_40055,28-04-2015 20:04,NORMAL,IN PROGRESS,BTNCCM,5,ISInamda,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,28-04-2015 20:05,,,
NCCM_40113,30-04-2015 14:15,NORMAL,IN PROGRESS,BTNCCM,5,ramkumar.v,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,30-04-2015 14:23,,,
NCCM_40115,30-04-2015 15:15,NORMAL,IN PROGRESS,BTNCCM,5,ramkumar.v,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,30-04-2015 15:19,,,
NCCM_40116,30-04-2015 15:24,NORMAL,IN PROGRESS,BTNCCM,5,ramkumar.v,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,30-04-2015 15:28,,,
NCCM_40126,30-04-2015 16:26,NORMAL,IN PROGRESS,BTNCCM,5,VHole,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,30-04-2015 16:36,,,
NCCM_40118,30-04-2015 15:55,NORMAL,IN PROGRESS,BTNCCM,5,omprakash.kore,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,01-05-2015 00:00,,,
NCCM_40171,03-05-2015 14:50,NORMAL,IN PROGRESS,BTNCCM,5,VHole,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,03-05-2015 14:54,,,
NCCM_40172,03-05-2015 16:20,NORMAL,IN PROGRESS,BTNCCM,5,DeviVish,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,03-05-2015 16:22,,,
NCCM_40203,04-05-2015 17:14,NORMAL,IN PROGRESS,BTNCCM,5,VHole,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,04-05-2015 17:18,,,
NCCM_40223,04-05-2015 18:57,NORMAL,IN PROGRESS,BTNCCM,5,AFating,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,04-05-2015 19:07,,,
NCCM_40258,05-05-2015 15:27,NORMAL,IN PROGRESS,BTNCCM,5,VHole,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,05-05-2015 15:32,,,
NCCM_40263,05-05-2015 16:27,NORMAL,IN PROGRESS,BTNCCM,5,ISInamda,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,05-05-2015 16:32,,,
NCCM_40265,05-05-2015 17:46,NORMAL,IN PROGRESS,BTNCCM,5,SakArora,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,05-05-2015 17:48,,,
NCCM_40272,05-05-2015 19:23,NORMAL,IN PROGRESS,BTNCCM,5,JKathare,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,05-05-2015 19:25,,,
NCCM_40310,06-05-2015 19:42,NORMAL,IN PROGRESS,BTNCCM,5,AFating,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,06-05-2015 19:46,,,
NCCM_40327,07-05-2015 13:17,NORMAL,IN PROGRESS,BTNCCM,5,AFating,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,07-05-2015 13:26,,,
NCCM_40326,07-05-2015 12:54,NORMAL,IN PROGRESS,BTNCCM,5,AFating,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,07-05-2015 18:38,,,
NCCM_40337,07-05-2015 18:58,NORMAL,IN PROGRESS,BTNCCM,5,santpati,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,07-05-2015 19:02,,,
NCCM_40375,08-05-2015 19:04,NORMAL,IN PROGRESS,BTNCCM,5,AFating,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,08-05-2015 19:06,,,
NCCM_40433,11-05-2015 16:55,NORMAL,IN PROGRESS,BTNCCM,5,ISInamda,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,11-05-2015 16:57,,,
NCCM_40457,12-05-2015 13:06,NORMAL,IN PROGRESS,BTNCCM,5,SupriKat,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,12-05-2015 13:09,,,
NCCM_40479,13-05-2015 10:17,NORMAL,IN PROGRESS,BTNCCM,5,VHole,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,13-05-2015 10:19,,,
NCCM_40480,13-05-2015 11:01,NORMAL,IN PROGRESS,BTNCCM,5,hemant.pawar,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,13-05-2015 11:06,,,
NCCM_40507,13-05-2015 15:29,NORMAL,IN PROGRESS,BTNCCM,5,ISInamda,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,13-05-2015 15:30,,,
NCCM_40520,13-05-2015 18:12,NORMAL,IN PROGRESS,BTNCCM,5,VHole,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,13-05-2015 18:18,,,
NCCM_40576,15-05-2015 12:47,NORMAL,IN PROGRESS,BTNCCM,5,VHole,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,15-05-2015 13:00,,,
NCCM_40579,15-05-2015 14:04,NORMAL,IN PROGRESS,BTNCCM,5,AFating,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,15-05-2015 14:12,,,
NCCM_40580,15-05-2015 14:07,NORMAL,IN PROGRESS,BTNCCM,5,VHole,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,15-05-2015 14:23,,,
NCCM_40584,15-05-2015 15:02,NORMAL,IN PROGRESS,BTNCCM,5,VHole,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,15-05-2015 15:05,,,
NCCM_40589,15-05-2015 15:28,NORMAL,IN PROGRESS,BTNCCM,5,VHole,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,15-05-2015 15:30,,,
NCCM_40608,16-05-2015 18:40,NORMAL,IN PROGRESS,BTNCCM,5,VHole,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,16-05-2015 18:46,,,
NCCM_40610,16-05-2015 19:43,NORMAL,IN PROGRESS,BTNCCM,5,VHole,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,16-05-2015 19:45,,,
NCCM_40649,18-05-2015 15:11,NORMAL,IN PROGRESS,BTNCCM,5,balbhim.dhonde,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,18-05-2015 15:14,,,
NCCM_40729,18-05-2015 18:16,NORMAL,IN PROGRESS,BTNCCM,5,VHole,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,18-05-2015 18:20,,,
NCCM_40734,18-05-2015 19:53,NORMAL,IN PROGRESS,BTNCCM,5,ISInamda,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,18-05-2015 19:54,,,
NCCM_40743,19-05-2015 12:32,NORMAL,IN PROGRESS,BTNCCM,5,VHole,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,19-05-2015 12:36,,,
NCCM_40745,19-05-2015 13:33,NORMAL,IN PROGRESS,BTNCCM,5,ISInamda,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,19-05-2015 13:34,,,
NCCM_40814,20-05-2015 10:39,NORMAL,IN PROGRESS,BTNCCM,5,AFating,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,20-05-2015 10:49,,,
NCCM_40831,20-05-2015 16:27,NORMAL,IN PROGRESS,BTNCCM,5,VHole,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,20-05-2015 16:32,,,
NCCM_40834,20-05-2015 17:06,NORMAL,IN PROGRESS,BTNCCM,5,VHole,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,20-05-2015 17:08,,,
NCCM_40836,20-05-2015 18:23,NORMAL,IN PROGRESS,BTNCCM,5,omprakash.kore,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,20-05-2015 18:24,,,
NCCM_40846,21-05-2015 12:49,NORMAL,IN PROGRESS,BTNCCM,5,sadvitot,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,21-05-2015 12:50,,,
NCCM_40872,21-05-2015 15:27,NORMAL,IN PROGRESS,BTNCCM,5,AFating,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,21-05-2015 15:32,,,
NCCM_40873,21-05-2015 16:12,NORMAL,IN PROGRESS,BTNCCM,5,SupriKat,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,21-05-2015 16:17,,,
NCCM_40877,21-05-2015 17:04,NORMAL,IN PROGRESS,BTNCCM,5,DeviVish,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,21-05-2015 17:07,,,
NCCM_40879,21-05-2015 17:52,NORMAL,IN PROGRESS,BTNCCM,5,aganpule,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,21-05-2015 18:12,,,
NCCM_40891,21-05-2015 21:14,NORMAL,IN PROGRESS,BTNCCM,5,VHole,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,21-05-2015 21:23,,,
NCCM_40892,22-05-2015 10:27,NORMAL,IN PROGRESS,BTNCCM,5,VHole,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,22-05-2015 10:50,,,
NCCM_40893,22-05-2015 10:50,NORMAL,IN PROGRESS,BTNCCM,5,VHole,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,22-05-2015 10:52,,,
NCCM_40895,22-05-2015 11:01,NORMAL,IN PROGRESS,BTNCCM,5,ISInamda,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,22-05-2015 11:03,,,
NCCM_40900,22-05-2015 11:39,NORMAL,IN PROGRESS,BTNCCM,5,DeviVish,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,22-05-2015 11:45,,,
NCCM_40914,22-05-2015 15:03,NORMAL,IN PROGRESS,BTNCCM,5,AFating,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,22-05-2015 15:11,,,
NCCM_40915,22-05-2015 15:12,NORMAL,IN PROGRESS,BTNCCM,5,AFating,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,22-05-2015 15:14,,,
NCCM_40913,22-05-2015 14:55,NORMAL,IN PROGRESS,BTNCCM,5,ISInamda,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,23-05-2015 00:00,,,
NCCM_40869,21-05-2015 15:22,NORMAL,IN PROGRESS,BTNCCM,5,VHole,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,23-05-2015 00:00,,,
NCCM_41038,25-05-2015 13:24,NORMAL,IN PROGRESS,BTNCCM,5,VHole,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,25-05-2015 13:50,,,
NCCM_41072,26-05-2015 13:40,NORMAL,IN PROGRESS,BTNCCM,5,ramkumar.v,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,26-05-2015 13:48,,,
NCCM_41133,27-05-2015 15:55,NORMAL,IN PROGRESS,BTNCCM,5,SupriKat,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,27-05-2015 15:59,,,
NCCM_41140,27-05-2015 17:24,NORMAL,IN PROGRESS,BTNCCM,5,VHole,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,27-05-2015 17:28,,,
NCCM_41145,27-05-2015 17:35,NORMAL,IN PROGRESS,BTNCCM,5,VHole,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,27-05-2015 17:45,,,
NCCM_41190,28-05-2015 16:26,NORMAL,IN PROGRESS,BTNCCM,5,AFating,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,28-05-2015 17:07,,,
NCCM_41192,28-05-2015 17:50,NORMAL,IN PROGRESS,BTNCCM,5,SupriKat,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,28-05-2015 18:00,,,
NCCM_41201,29-05-2015 11:19,NORMAL,IN PROGRESS,BTNCCM,5,ISInamda,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,29-05-2015 11:31,,,
NCCM_41224,29-05-2015 16:02,NORMAL,IN PROGRESS,BTNCCM,5,AFating,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,29-05-2015 16:06,,,
NCCM_41226,29-05-2015 16:10,NORMAL,IN PROGRESS,BTNCCM,5,AFating,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,29-05-2015 16:13,,,
NCCM_40930,22-05-2015 16:46,NORMAL,IN PROGRESS,BTNCCM,5,VHole,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,30-05-2015 00:00,,,
NCCM_41269,30-05-2015 15:39,NORMAL,IN PROGRESS,BTNCCM,5,sadvitot,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,30-05-2015 15:41,,,
NCCM_41349,02-06-2015 11:44,NORMAL,IN PROGRESS,BTNCCM,5,VHole,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,02-06-2015 11:47,,,
NCCM_41405,02-06-2015 17:18,NORMAL,IN PROGRESS,BTNCCM,5,AFating,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,02-06-2015 17:26,,,
NCCM_41428,03-06-2015 12:15,NORMAL,IN PROGRESS,BTNCCM,5,SupriKat,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,04-06-2015 00:00,,,
NCCM_41664,08-06-2015 15:41,NORMAL,IN PROGRESS,BTNCCM,5,SupriKat,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,09-06-2015 00:00,,,
NCCM_41689,09-06-2015 17:20,NORMAL,IN PROGRESS,BTNCCM,5,ISInamda,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,09-06-2015 17:23,,,
NCCM_41698,09-06-2015 19:18,NORMAL,IN PROGRESS,BTNCCM,5,hemant.pawar,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,09-06-2015 19:22,,,
NCCM_41697,09-06-2015 18:24,NORMAL,IN PROGRESS,BTNCCM,5,SupriKat,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,10-06-2015 00:00,,,
NCCM_41752,10-06-2015 12:20,NORMAL,IN PROGRESS,BTNCCM,5,ISInamda,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,10-06-2015 12:25,,,
NCCM_41765,10-06-2015 17:02,NORMAL,IN PROGRESS,BTNCCM,5,ISInamda,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,10-06-2015 17:05,,,
NCCM_41776,11-06-2015 11:33,NORMAL,IN PROGRESS,BTNCCM,5,ISInamda,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,11-06-2015 11:54,,,
NCCM_41783,11-06-2015 12:24,NORMAL,IN PROGRESS,BTNCCM,5,ISInamda,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,11-06-2015 12:46,,,
NCCM_41853,11-06-2015 18:31,NORMAL,IN PROGRESS,BTNCCM,5,AFating,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,11-06-2015 18:46,,,
NCCM_41903,12-06-2015 18:49,NORMAL,IN PROGRESS,BTNCCM,5,VHole,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,12-06-2015 18:56,,,
NCCM_41888,12-06-2015 13:31,NORMAL,IN PROGRESS,BTNCCM,5,ISInamda,Provisioning-Network,NCCM_BM_Tx_ConfigureTxServiceInPEWindow,,,14-06-2015 00:00,,,
