tiger_id,viznetM6id,gam_id,mrc_converted,nrc_converted,program_manager,evolve_status,customer_name,provisioner_name,service_type,inbasket_date
813324,,813324,,,,,918 - TATA COMMUNICATIONS (CANADA) LTD.,TNYPPEP,*N/A*,09-03-2016 17:42:08
813324,,813324,,,,,918 - TATA COMMUNICATIONS (CANADA) LTD.,TNYPPEP,*N/A*,17-03-2016 17:58:02
818715,,818715,,,,,918 - TATA COMMUNICATIONS (CANADA) LTD.,KBHOWMIK,*N/A*,15-03-2016 12:25:27
818715,,818715,,,,,918 - TATA COMMUNICATIONS (CANADA) LTD.,KBHOWMIK,*N/A*,15-03-2016 12:25:01
814683,,814683,,,,,918 - TATA COMMUNICATIONS (CANADA) LTD.,TNYPPEP,*N/A*,17-02-2016 18:05:27
818716,,818716,,,,,918 - TATA COMMUNICATIONS (CANADA) LTD.,KBHOWMIK,*N/A*,15-03-2016 06:53:11
811249,,811249,,,,,918 - TATA COMMUNICATIONS (CANADA) LTD.,KKHADE,*N/A*,11-03-2016 13:50:47
749357,,749357,,,,,918 - TATA COMMUNICATIONS (CANADA) LTD.,AKARMUR,*N/A*,06-10-2014 08:32:13
818716,,818716,,,,,918 - TATA COMMUNICATIONS (CANADA) LTD.,KBHOWMIK,*N/A*,15-03-2016 06:50:00
804724,,804724,,,,,918 - TATA COMMUNICATIONS (CANADA) LTD.,RCHAKRAD,*N/A*,19-01-2016 13:29:51
817818,,817818,,,,,918 - TATA COMMUNICATIONS (CANADA) LTD.,ASATPUTE,*N/A*,16-03-2016 16:48:35
818715,,818715,,,,,918 - TATA COMMUNICATIONS (CANADA) LTD.,KBHOWMIK,*N/A*,15-03-2016 12:30:12
760638,,760638,,,,,918 - TATA COMMUNICATIONS (CANADA) LTD.,MUGILANR,*N/A*,02-03-2015 08:24:42
805165,,805165,,,,,918 - TATA COMMUNICATIONS (CANADA) LTD.,ASHANDHA,*N/A*,18-02-2016 08:10:50
815506,,815506,,,,,918 - TATA COMMUNICATIONS (CANADA) LTD.,RCHAKRAD,VTS,10-03-2016 06:08:01
815506,,815506,,,,,918 - TATA COMMUNICATIONS (CANADA) LTD.,RCHAKRAD,VTS,10-03-2016 06:07:34
815506,,815506,,,,,918 - TATA COMMUNICATIONS (CANADA) LTD.,RCHAKRAD,VTS,10-03-2016 06:07:19
815506,,815506,,,,,918 - TATA COMMUNICATIONS (CANADA) LTD.,RCHAKRAD,VTS,10-03-2016 06:06:26
815506,,815506,,,,,918 - TATA COMMUNICATIONS (CANADA) LTD.,RCHAKRAD,VTS,10-03-2016 06:06:11
819775,,819775,,,,,918 - TATA COMMUNICATIONS (CANADA) LTD.,ASATPUTE,*N/A*,21-03-2016 15:01:21
815506,,815506,,,,,918 - TATA COMMUNICATIONS (CANADA) LTD.,RCHAKRAD,VTS,10-03-2016 06:01:13
795892,,795892,,,,,918 - TATA COMMUNICATIONS (CANADA) LTD.,ASATPUTE,*N/A*,23-09-2015 11:31:16
795892,,795892,,,,,918 - TATA COMMUNICATIONS (CANADA) LTD.,ASATPUTE,*N/A*,23-09-2015 11:30:39
795892,,795892,,,,,918 - TATA COMMUNICATIONS (CANADA) LTD.,ASATPUTE,*N/A*,23-09-2015 11:31:05
795892,,795892,,,,,918 - TATA COMMUNICATIONS (CANADA) LTD.,ASATPUTE,*N/A*,23-09-2015 11:30:50
811808,,811808,,,,,918 - TATA COMMUNICATIONS (CANADA) LTD.,ASHANDHA,*N/A*,08-02-2016 12:24:40
795892,,795892,,,,,918 - TATA COMMUNICATIONS (CANADA) LTD.,ASATPUTE,*N/A*,23-09-2015 11:30:02
749357,,749357,,,,,918 - TATA COMMUNICATIONS (CANADA) LTD.,AKARMUR,*N/A*,06-10-2014 08:13:32
818715,,818715,,,,,918 - TATA COMMUNICATIONS (CANADA) LTD.,KBHOWMIK,*N/A*,15-03-2016 12:40:17
749357,,749357,,,,,918 - TATA COMMUNICATIONS (CANADA) LTD.,TNJYKEP,*N/A*,03-10-2014 15:48:22
795892,,795892,,,,,918 - TATA COMMUNICATIONS (CANADA) LTD.,ASATPUTE,*N/A*,05-10-2015 14:16:01
815506,,815506,,,,,918 - TATA COMMUNICATIONS (CANADA) LTD.,RCHAKRAD,VTS,10-03-2016 06:05:18
816580,,816580,,,,,7039 - RELIANCE FLAG TELECOM IRELAND LIMITED,AKARMUR,GSM,16-03-2016 07:27:25
816580,,816580,,,,,7039 - RELIANCE FLAG TELECOM IRELAND LIMITED,AKARMUR,GSM,16-03-2016 08:38:20
805751,,805751,,,,,25669 - VODAFONE HUTCHISON AUSTRALIA PTY. LTD.,PPRABHUD,GLOBETH,03-02-2016 14:53:53
809625,,809625,,,,,26678 - TATA CONSULTANCY SERVICES LTD.,SUDSHIND,GSM,14-01-2016 13:31:26
799448,,799448,,,,,20011 - VIETTEL GROUP,AKARMUR,IRU,18-02-2016 13:18:24
799414,,799414,,,,,20011 - VIETTEL GROUP,AKARMUR,IRU,17-02-2016 11:25:37
799455,,799455,,,,,20011 - VIETTEL GROUP,AKARMUR,IRU,19-02-2016 10:20:34
799452,,799452,,,,,20011 - VIETTEL GROUP,AKARMUR,IRU,15-02-2016 10:30:58
799448,,799448,,,,,20011 - VIETTEL GROUP,AKARMUR,IRU,18-02-2016 13:15:22
799448,,799448,,,,,20011 - VIETTEL GROUP,AKARMUR,IRU,18-02-2016 13:15:12
799448,,799448,,,,,20011 - VIETTEL GROUP,AKARMUR,IRU,18-02-2016 13:15:06
799414,,799414,,,,,20011 - VIETTEL GROUP,AKARMUR,IRU,17-02-2016 11:26:35
799414,,799414,,,,,20011 - VIETTEL GROUP,AKARMUR,IRU,17-02-2016 11:26:22
791904,,791904,,,,,27048 - VERIZON COMMUNICATIONS INDIA PVT LTD,PPRABHUD,GLOBETH,23-08-2015 12:29:22
816369,,816369,,,,,27048 - VERIZON COMMUNICATIONS INDIA PVT LTD,YSOMI,GLOBETH,14-03-2016 12:33:17
817947,,817947,,,,,27048 - VERIZON COMMUNICATIONS INDIA PVT LTD,YSOMI,GLOBETH,10-03-2016 11:37:56
779638,,779638,,,,,27048 - VERIZON COMMUNICATIONS INDIA PVT LTD,YSOMI,GLOBETH,12-08-2015 11:26:49
812090,,812090,,,,,27048 - VERIZON COMMUNICATIONS INDIA PVT LTD,SUDMISHR,GLOBETH,01-02-2016 08:35:44
780116,,780116,,,,,27048 - VERIZON COMMUNICATIONS INDIA PVT LTD,PPRABHUD,GLOBETH,05-05-2015 06:59:16
752913,,752913,,,,,35055 - WAY 2 WEALTH BROKERS PRIVATE LIMITED,AKARMUR,LOLA,04-03-2015 13:40:34
760721,,760721,,,,,22455 - BNP PARIBASNET LIMITED,ROVARADE,GLOBETH,31-12-2014 06:45:56
789585,,789585,,,,,12719 - M1 LIMITED,ANVERMA,VTS,28-10-2015 10:09:59
789585,,789585,,,,,12719 - M1 LIMITED,ANVERMA,VTS,28-10-2015 10:07:16
789585,,789585,,,,,12719 - M1 LIMITED,ANVERMA,VTS,28-10-2015 09:51:38
789275,,789275,,,,,234 - CHINA TELECOM GLOBAL LIMITED,ROVARADE,VTS,31-08-2015 05:19:40
812516,,812516,,,,,25062 - TATA - BB IP6453,TNJYKEP,*N/A*,21-03-2016 14:44:55
785347,,785347,,,,,7244 - LEVEL 3 COMMUNICATIONS HONG KONG LIMITED,PPRABHUD,GLOBETH,25-08-2015 13:04:02
785349,,785349,,,,,7244 - LEVEL 3 COMMUNICATIONS HONG KONG LIMITED,PPRABHUD,GLOBETH,26-08-2015 08:36:53
749249,,749249,,,,,"25573 - PAREXEL INTERNATIONAL, LLC",MNIBRAD,GSM,08-02-2016 11:21:26
749249,,749249,,,,,"25573 - PAREXEL INTERNATIONAL, LLC",HMEKALA,GSM,09-02-2016 10:17:02
782600,,782600,,,,,28111 - EXANE LTD,PPRABHUD,GLOBETH,20-05-2015 08:33:06
743061,,743061,,,,,26666 - GOOGLE ASIA PACIFIC PTE LTD,BRAO,GSM,04-08-2014 15:00:33
743062,,743062,,,,,26666 - GOOGLE ASIA PACIFIC PTE LTD,BRAO,GSM,05-08-2014 02:55:41
819495,,819495,,,,,7136 - NTT AMERICA,AKARMUR,GSM,16-03-2016 06:43:36
816252,,816252,,,,,7136 - NTT AMERICA,AKARMUR,GSM,22-02-2016 09:24:25
817232,,817232,,,,,23580 - NTT EUROPE LTD.,TNYPPEP,GSM,26-02-2016 22:30:29
815127,,815127,,,,,12428 - VIDEOTRON G.P.,RCHAKRAD,VTSPREM,18-02-2016 10:28:09
815127,,815127,,,,,12428 - VIDEOTRON G.P.,RCHAKRAD,VTSPREM,18-02-2016 10:27:55
815127,,815127,,,,,12428 - VIDEOTRON G.P.,RCHAKRAD,VTSPREM,18-02-2016 10:27:22
815127,,815127,,,,,12428 - VIDEOTRON G.P.,RCHAKRAD,VTSPREM,18-02-2016 10:27:15
815127,,815127,,,,,12428 - VIDEOTRON G.P.,RCHAKRAD,VTSPREM,18-02-2016 12:35:28
815127,,815127,,,,,12428 - VIDEOTRON G.P.,RCHAKRAD,VTSPREM,18-02-2016 12:34:05
815127,,815127,,,,,12428 - VIDEOTRON G.P.,RCHAKRAD,VTSPREM,18-02-2016 12:33:31
815127,,815127,,,,,12428 - VIDEOTRON G.P.,RCHAKRAD,VTSPREM,18-02-2016 12:33:24
,135_28P120316,135_28P120316,200,200,,Commissioned,Colt Technology Services,,DGE,23/03/16 21:04
,3_12T230316,3_12T230316,,,,,Polycom Inc,,DGE,28/03/16 10:12
,3_1C210316,3_1C210316,,,,,Level 3 Communications Hong Kong Limited,,DGE,28/03/16 10:29
,415490,415490,,,,,HONDA CARS INDIA LTD,,GVPN,16-Jan-2016 06:40:39 . PM
,256163,256163,,,,,Vodafone Mobile Services Limited,,NDE,02-Dec-2014 03:46:58 . PM
,256163,256163,,,,,Vodafone Mobile Services Limited,,NDE,28-Jan-2016 02:59:11 . PM
,256163,256163,,,,,Vodafone Mobile Services Limited,,NDE,02-Dec-2014 03:46:58 . PM
,256163,256163,,,,,Vodafone Mobile Services Limited,,NDE,28-Jan-2016 02:59:11 . PM
,425334,425334,,,,,Tikona Digital Networks Pvt Ltd,,NDE,16-Mar-2016 12:06:19 . PM
,425334,425334,,,,,Tikona Digital Networks Pvt Ltd,,NDE,16-Mar-2016 12:06:19 . PM
,406158,406158,,,,,ROOTS CORPORATION LIMITED,,ILL,18-Jan-2016 08:16:25 . PM
,406158,406158,,,,,ROOTS CORPORATION LIMITED,,ILL,18-Jan-2016 08:16:25 . PM
,368890,368890,,,,,HINDALCO INDUSTRIES LTD,,GVPN,28-Jan-2016 06:53:35 . PM
,368890,368890,,,,,HINDALCO INDUSTRIES LTD,,GVPN,28-Jan-2016 06:53:35 . PM
,422252,422252,,,,,GO AIRLINES (INDIA) LIMITED,,GVPN,22-Mar-2016 08:08:53 . PM
,422252,422252,,,,,GO AIRLINES (INDIA) LIMITED,,GVPN,22-Mar-2016 08:08:53 . PM
,430886,430886,,,,,Kirloskar Chillers Private Limited,,ILL,26-Mar-2016 02:05:50 . PM
,427710,427710,,,,,IFB INDUSTRIES LTD,,GVPN,15-Mar-2016 10:30:44 . PM
,406039,406039,,,,,Mondelez India Foods Private Limited,,GVPN,04-Feb-2016 12:05:09 . PM
,406039,406039,,,,,Mondelez India Foods Private Limited,,GVPN,04-Feb-2016 12:05:09 . PM
,429637,429637,,,,,Tata Business Support Services Limited,,GVPN,14-Mar-2016 10:54:27 . AM
,431928,431928,,,,,Exl Services Sez Bpo Solutions Private Limited,,ILL,23-Mar-2016 01:10:08 . PM
,431929,431929,,,,,Exl Services Sez Bpo Solutions Private Limited,,ILL,23-Mar-2016 01:12:19 . PM
,429225,429225,,,,,LIFESTYLE INTERNATIONAL PVT LTD,,ILL,22-Mar-2016 03:03:40 . PM
,429225,429225,,,,,LIFESTYLE INTERNATIONAL PVT LTD,,ILL,22-Mar-2016 03:03:40 . PM
,429225,429225,,,,,LIFESTYLE INTERNATIONAL PVT LTD,,ILL,22-Mar-2016 03:03:40 . PM
,429071,429071,,,,,JP MORGAN SERVICES INDIA PVT LTD,,IPL,16-Mar-2016 01:22:33 . PM
,429071,429071,,,,,JP MORGAN SERVICES INDIA PVT LTD,,IPL,16-Mar-2016 01:22:33 . PM
,402586,402586,,,,,SERCO BPO PVT .LTD,,GVPN,28-Nov-2015 05:25:38 . PM
,402586,402586,,,,,SERCO BPO PVT .LTD,,GVPN,28-Nov-2015 05:25:38 . PM
,426135,426135,,,,,SERCO BPO PVT .LTD,,GVPN,16-Mar-2016 07:09:42 . PM
,430309,430309,,,,,Verizon Communications India Private Limited,,NDE,15-Mar-2016 06:00:32 . PM
,421945,421945,,,,,YOU Broadband India Private Limited,,ILL,26-Mar-2016 05:45:09 . PM
,421945,421945,,,,,YOU Broadband India Private Limited,,ILL,26-Mar-2016 05:45:09 . PM
,416743,416743,,,,,Interglobe Aviation Limited,,GVPN,21-Mar-2016 06:30:10 . PM
,413847,413847,,,,,At&T Global Network Services India Private Limited,,NPL Intracity,12-Jan-2016 12:31:57 . PM
,413847,413847,,,,,At&T Global Network Services India Private Limited,,NPL Intracity,12-Jan-2016 12:31:57 . PM
,413847,413847,,,,,At&T Global Network Services India Private Limited,,NPL Intracity,12-Jan-2016 12:31:57 . PM
,426439,426439,,,,,READYLINK INTERNET SERVICES LIMITED,,ILL,27-Feb-2016 01:13:11 . PM
,431613,431613,,,,,Software Technology Parks of India (Coimbatore),,ILL,23-Mar-2016 12:47:10 . PM
,431613,431613,,,,,Software Technology Parks of India (Coimbatore),,ILL,23-Mar-2016 12:47:10 . PM
,431613,431613,,,,,Software Technology Parks of India (Coimbatore),,ILL,23-Mar-2016 12:47:10 . PM
,430758,430758,,,,,Idea Cellular Ltd,,GVPN,16-Mar-2016 06:29:57 . PM
,430758,430758,,,,,Idea Cellular Ltd,,GVPN,16-Mar-2016 06:29:57 . PM
,430758,430758,,,,,Idea Cellular Ltd,,GVPN,16-Mar-2016 06:29:57 . PM
,413859,413859,,,,,At&T Global Network Services India Private Limited,,NPL Intracity,15-Jan-2016 11:41:53 . AM
,424450,424450,,,,,MULTI COMMODITY EXCHANGE OF INDIA LTD,,NDE,08-Mar-2016 11:45:43 . AM
,424450,424450,,,,,MULTI COMMODITY EXCHANGE OF INDIA LTD,,NDE,08-Mar-2016 11:45:43 . AM
,430424,430424,,,,,Tata Communications Ltd (SME Div),,ILL,18-Mar-2016 06:46:07 . PM
,430424,430424,,,,,Tata Communications Ltd (SME Div),,ILL,18-Mar-2016 06:46:07 . PM
,425739,425739,,,,,Tata Communications Transformation Services Ltd.,,ILL,26-Feb-2016 09:01:53 . PM
,404362,404362,,,,,Bajaj Allianz Life Insurance Co Ltd.,,GVPN,18-Jan-2016 11:30:41 . AM
,329491,329491,,,,,Executive Centre India Pvt Ltd,,ILL,07-Sep-2015 08:07:05 . PM
,430784,430784,,,,,ELI Research (I) Pvt. Ltd,,ILL,24-Mar-2016 02:07:03 . PM
,430784,430784,,,,,ELI Research (I) Pvt. Ltd,,ILL,24-Mar-2016 02:07:03 . PM
,432100,432100,,,,,SEAL INFOTECH PVT LTD,,ILL,26-Mar-2016 06:02:10 . PM
,432100,432100,,,,,SEAL INFOTECH PVT LTD,,ILL,26-Mar-2016 06:02:10 . PM
,429535,429535,,,,,Aircom International India Pvt Ltd,,ILL,26-Mar-2016 09:51:43 . PM
,427011,427011,,,,,One Source Network INC,,ILL,26-Feb-2016 06:55:36 . PM
,410622,410622,,,,,Redknee (India) Technologies Pvt Ltd,,ILL,23-Mar-2016 01:30:21 . PM
,428043,428043,,,,,Tata Business Support Services Ltd.,,GVPN,02-Mar-2016 07:46:51 . PM
,428043,428043,,,,,Tata Business Support Services Ltd.,,GVPN,02-Mar-2016 07:46:51 . PM
,412838,412838,,,,,Bajaj Allianz Life Insurance Co Ltd,,GVPN,19-Feb-2016 02:41:14 . PM
,412838,412838,,,,,Bajaj Allianz Life Insurance Co Ltd,,GVPN,19-Feb-2016 02:41:14 . PM
,431150,431150,,,,,Lokmanya Tilak Jankalayan Shikshan Sanstha,,ILL,23-Mar-2016 04:41:39 . PM
,413525,413525,,,,,Fortis Healthcare Limited,,GVPN,09-Jan-2016 02:23:30 . PM
,413525,413525,,,,,Fortis Healthcare Limited,,GVPN,09-Jan-2016 02:23:30 . PM
,431681,431681,,,,,Max Life Insurance Company Limited,,GVPN,22-Mar-2016 01:07:01 . PM
,430774,430774,,,,,The Printers (Mysore) Pvt Ltd,,GVPN,16-Mar-2016 06:14:54 . PM
,430403,430403,,,,,National Payments Corporation of India,,GVPN,18-Mar-2016 07:49:19 . PM
,430403,430403,,,,,National Payments Corporation of India,,GVPN,18-Mar-2016 07:49:19 . PM
,431035,431035,,,,,Idea Cellular Ltd,,GVPN,17-Mar-2016 07:01:55 . PM
,431035,431035,,,,,Idea Cellular Ltd,,GVPN,17-Mar-2016 07:01:55 . PM
,430857,430857,,,,,Metropolitan Stock Exchange of India Limited,,ILL,23-Mar-2016 06:31:30 . PM
,280167,280167,,,,,GARWARE POLYESTER LIMITED,,GVPN,18-May-2015 07:38:46 . PM
,424425,424425,,,,,IGEFI Software India Private Limited,,ILL,27-Feb-2016 01:51:46 . PM
,424425,424425,,,,,IGEFI Software India Private Limited,,ILL,27-Feb-2016 01:51:46 . PM
,431626,431626,,,,,Nagarro Software Pvt Ltd,,ILL,24-Mar-2016 09:49:17 . PM
,430740,430740,,,,,DARYA SHIPMANAGEMENT PRIVATE LIMITED,,ILL,16-Mar-2016 05:09:44 . PM
,429838,429838,,,,,BT Global Communications India Pvt Ltd,,NPLC,26-Mar-2016 03:24:04 . PM
,411438,411438,,,,,LE Passage To India Tours & Travels Pvt Ltd,,GVPN,22-Mar-2016 01:13:52 . PM
,431274,431274,,,,,Vodafone Mobile Services Limited,,ILL,19-Mar-2016 01:47:19 . AM
,431274,431274,,,,,Vodafone Mobile Services Limited,,ILL,19-Mar-2016 01:47:19 . AM
,431274,431274,,,,,Vodafone Mobile Services Limited,,ILL,19-Mar-2016 01:47:19 . AM
,426974,426974,,,,,U.P. Communication Services Private Limited,,ILL,11-Mar-2016 02:53:31 . PM
,426974,426974,,,,,U.P. Communication Services Private Limited,,ILL,11-Mar-2016 02:53:31 . PM
,431796,431796,,,,,Concentrix Daksh Services India Pvt Ltd,,NPLC,22-Mar-2016 05:33:48 . PM
,429452,429452,,,,,PEPSICO INDIA HOLDINGS PVT LTD,,ILL,23-Mar-2016 06:09:26 . PM
,429452,429452,,,,,PEPSICO INDIA HOLDINGS PVT LTD,,ILL,23-Mar-2016 06:09:26 . PM
,432088,432088,,,,,DVoiS COMMUNICATIONS PRIVATE LIMITED,,ILL,26-Mar-2016 12:24:08 . PM
,432088,432088,,,,,DVoiS COMMUNICATIONS PRIVATE LIMITED,,ILL,26-Mar-2016 12:24:08 . PM
,423376,423376,,,,,Axis Bank Limited,,GVPN,16-Mar-2016 08:12:13 . PM
,431827,431827,,,,,Tata Communications Internet Services Ltd.,,ILL,22-Mar-2016 06:29:25 . PM
,431827,431827,,,,,Tata Communications Internet Services Ltd.,,ILL,22-Mar-2016 06:29:25 . PM
,366297,366297,,,,,AXIS BANK LTD.,,GVPN,26-Feb-2016 12:10:38 . PM
,426087,426087,,,,,Ericsson India Global Services Pvt Ltd.,,NDE,17-Mar-2016 06:36:04 . PM
,426087,426087,,,,,Ericsson India Global Services Pvt Ltd.,,NDE,17-Mar-2016 06:36:04 . PM
,431583,431583,,,,,WILLIAMS LEA INDIA PVT LTD.,,GVPN,21-Mar-2016 05:31:00 . PM
,431588,431588,,,,,WILLIAMS LEA INDIA PVT LTD.,,GVPN,21-Mar-2016 05:46:06 . PM
,420885,420885,,,,,NATIONAL HIGHWAY AUTHORITY OF INDIA,,GVPN,16-Mar-2016 04:31:15 . PM
,420885,420885,,,,,NATIONAL HIGHWAY AUTHORITY OF INDIA,,GVPN,16-Mar-2016 04:31:15 . PM
,428267,428267,,,,,Tata Communications Ltd (SME Div),,ILL,12-Mar-2016 06:17:58 . PM
,425242,425242,,,,,TIMES CENTRE FOR LEARNING LIMITED,,ILL,10-Mar-2016 03:38:44 . PM
,422030,422030,,,,,New India Co-op Bank Ltd.,,GVPN,24-Feb-2016 11:06:22 . AM
,422030,422030,,,,,New India Co-op Bank Ltd.,,GVPN,24-Feb-2016 11:06:22 . AM
,422030,422030,,,,,New India Co-op Bank Ltd.,,GVPN,24-Feb-2016 11:06:22 . AM
,422030,422030,,,,,New India Co-op Bank Ltd.,,GVPN,24-Feb-2016 11:06:22 . AM
,421784,421784,,,,,RELIANCE CORPORATE IT PARK LIMITED,,ILL,04-Feb-2016 04:35:24 . PM
,427859,427859,,,,,Pangea3 Legal Database Systems Pvt. Ltd.,,ILL,25-Mar-2016 02:01:55 . PM
,427859,427859,,,,,Pangea3 Legal Database Systems Pvt. Ltd.,,ILL,25-Mar-2016 02:01:55 . PM
,429128,429128,,,,,Universal Sompo General Insurance Company Ltd,,GVPN,15-Mar-2016 06:55:46 . AM
,355977,355977,,,,,DISH TV INDIA LIMITED,,GVPN,17-Jan-2016 06:24:15 . PM
,408512,408512,,,,,Vodafone Mobile Services Limited,,NPL Intracity,10-Mar-2016 09:25:41 . PM
,403455,403455,,,,,BHARTI AIRTEL LTD.,,NDE,02-Feb-2016 12:23:31 . PM
,403455,403455,,,,,BHARTI AIRTEL LTD.,,NDE,02-Feb-2016 12:23:31 . PM
,426214,426214,,,,,EXL Service.com (India) Private Limited,,ILL,17-Mar-2016 05:12:57 . PM
,397748,397748,,,,,Unitedlex Bpo Private Limited,,ILL,26-Oct-2015 11:35:04 . AM
,397748,397748,,,,,Unitedlex Bpo Private Limited,,ILL,26-Oct-2015 11:35:04 . AM
,422633,422633,,,,,HERSHEY INDIA PRIVATE LIMITED,,GVPN,04-Feb-2016 11:46:22 . AM
,422633,422633,,,,,HERSHEY INDIA PRIVATE LIMITED,,GVPN,04-Feb-2016 11:46:22 . AM
,407176,407176,,,,,Jubilant Foodworks Limited,,GVPN,13-Jan-2016 06:59:06 . PM
,407176,407176,,,,,Jubilant Foodworks Limited,,GVPN,13-Jan-2016 06:59:06 . PM
,407176,407176,,,,,Jubilant Foodworks Limited,,GVPN,13-Jan-2016 06:59:06 . PM
,428195,428195,,,,,NIIT SMARTSERVE LTD,,GVPN,03-Mar-2016 02:37:38 . PM
,428195,428195,,,,,NIIT SMARTSERVE LTD,,GVPN,03-Mar-2016 02:37:38 . PM
,425754,425754,,,,,Infoedge India Limited,,NDE,26-Mar-2016 03:06:02 . PM
,415761,415761,,,,,TATA CONSULTANCY SERVICES LIMITED,,NDE,23-Dec-2015 05:30:53 . PM
,428882,428882,,,,,SingTel Global India Pvt. Ltd.,,NDE,07-Mar-2016 01:03:09 . PM
,425910,425910,,,,,Axis Bank Limited,,GVPN,22-Mar-2016 04:10:39 . PM
,251710,251710,,,,,Unisys India Pvt Ltd,,ILL,02-Nov-2015 08:25:07 . PM
,251710,251710,,,,,Unisys India Pvt Ltd,,ILL,02-Nov-2015 08:25:07 . PM
,429948,429948,,,,,Glenmark Pharmaceuticals Limited,,GVPN,11-Mar-2016 07:33:36 . PM
,429948,429948,,,,,Glenmark Pharmaceuticals Limited,,GVPN,11-Mar-2016 07:33:36 . PM
,428952,428952,,,,,Cma Cgm Agencies (india) Pvt. Ltd.,,GVPN,17-Mar-2016 03:23:30 . PM
,429406,429406,,,,,Yum Restaurants India Pvt Ltd,,GVPN,09-Mar-2016 04:08:17 . PM
,420792,420792,,,,,TATA CONSULTANCY SERVICES LIMITED,,GVPN,26-Feb-2016 10:45:17 . AM
,423671,423671,,,,,INDIAN OVERSEAS BANK,,GVPN,16-Mar-2016 08:31:43 . PM
,422736,422736,,,,,GOLDMAN SACHS SERVICES PVT LTD,,NDE,09-Mar-2016 01:45:53 . PM
,429885,429885,,,,,BT Global Communications India Pvt Ltd,,NDE,16-Mar-2016 04:39:37 . PM
,426242,426242,,,,,Tikona Infinet Limited,,NDE,28-Feb-2016 08:22:00 . PM
,430102,430102,,,,,TATA CONSULTANCY SERVICES LIMITED,,ILL,26-Mar-2016 11:38:22 . AM
,426580,426580,,,,,THE FEDERAL BANK LTD,,GVPN,26-Mar-2016 04:46:09 . PM
,426580,426580,,,,,THE FEDERAL BANK LTD,,GVPN,26-Mar-2016 04:46:09 . PM
,429831,429831,,,,,BT Global Communications India Pvt Ltd,,NPL Intracity,22-Mar-2016 10:38:51 . AM
,400585,400585,,,,,Exide Life Insurance Company Limited,,GVPN,16-Mar-2016 11:21:57 . AM
,400585,400585,,,,,Exide Life Insurance Company Limited,,GVPN,16-Mar-2016 11:21:57 . AM
,421439,421439,,,,,HONDA CARS INDIA LTD,,GVPN,23-Mar-2016 07:41:27 . PM
,421439,421439,,,,,HONDA CARS INDIA LTD,,GVPN,23-Mar-2016 07:43:56 . PM
,421439,421439,,,,,HONDA CARS INDIA LTD,,GVPN,23-Mar-2016 07:41:27 . PM
,421439,421439,,,,,HONDA CARS INDIA LTD,,GVPN,23-Mar-2016 07:43:56 . PM
,430272,430272,,,,,Strides Shasun Limited,,GVPN,23-Mar-2016 05:39:33 . PM
,403865,403865,,,,,Tata Communications Ltd (SME Div),,ILL,19-Oct-2015 09:16:17 . AM
,425852,425852,,,,,MAHINDRA AND MAHINDRA LIMITED,,GVPN,14-Mar-2016 07:27:00 . PM
,384721,384721,,,,,AIRCEL LTD,,NPLC,31-Jan-2016 03:15:47 . PM
,419187,419187,,,,,Nextra Teleservices Private Limited,,NDE,01-Feb-2016 11:45:13 . AM
,412831,412831,,,,,First source Solutions Ltd,,GVPN,26-Mar-2016 10:35:08 . AM
,429007,429007,,,,,Tikona Infinet Limited,,NDE,14-Mar-2016 10:58:01 . AM
,428229,428229,,,,,RITES LTD,,ILL,08-Mar-2016 12:57:42 . PM
,418197,418197,,,,,Hyundai Motor India Limited,,GVPN,09-Mar-2016 12:26:37 . PM
,418197,418197,,,,,Hyundai Motor India Limited,,GVPN,09-Mar-2016 12:26:37 . PM
,404795,404795,,,,,PEPSICO INDIA HOLDINGS PVT LTD,,ILL,28-Jan-2016 03:05:15 . PM
,404795,404795,,,,,PEPSICO INDIA HOLDINGS PVT LTD,,ILL,28-Jan-2016 03:05:15 . PM
,404795,404795,,,,,PEPSICO INDIA HOLDINGS PVT LTD,,ILL,28-Jan-2016 03:05:15 . PM
,403218,403218,,,,,Fortis Healthcare Limited,,GVPN,26-Dec-2015 06:38:57 . PM
,288380,288380,,,,,Wipro Infotech Ltd,,GVPN,23-Mar-2016 11:37:07 . AM
,288380,288380,,,,,Wipro Infotech Ltd,,GVPN,23-Mar-2016 11:37:07 . AM
,428799,428799,,,,,BT Global Communications India Pvt Ltd,,NDE,23-Mar-2016 03:56:14 . PM
,428897,428897,,,,,TVS Motor Company Limited,,GVPN,07-Mar-2016 01:32:47 . PM
,427968,427968,,,,,ICICI BANK LIMITED,,GVPN,11-Mar-2016 01:06:42 . PM
,431036,431036,,,,,Idea Cellular Ltd,,GVPN,21-Mar-2016 01:17:53 . PM
,431019,431019,,,,,Idea Cellular Ltd,,GVPN,17-Mar-2016 06:41:05 . PM
,413937,413937,,,,,At&T Global Network Services India Private Limited,,NPL Intracity,21-Dec-2015 12:50:45 . PM
,432042,432042,,,,,Ashirvad Pipes Pvt Ltd,,ILL,23-Mar-2016 06:42:28 . PM
,432042,432042,,,,,Ashirvad Pipes Pvt Ltd,,ILL,23-Mar-2016 06:41:34 . PM
,425287,425287,,,,,Outsource Partners International Pvt Ltd,,GVPN,25-Feb-2016 10:43:12 . AM
,429701,429701,,,,,RELIGARE SECURITIES LIMITED,,GVPN,10-Mar-2016 08:21:43 . PM
